id,fen,engine,bestmove,eval,wins,draws,losses,depth,seldepth,nodes,time,hashfull
782,qrknrbbn/pppppppp/8/8/8/8/PPPPPPPP/QRKNRBBN w KQkq - 0 1,Stockfish 17.1,e4,0.28,72,918,10,11,21,100227,0.015,5
783,qrknrnbb/pppppppp/8/8/8/8/PPPPPPPP/QRKNRNBB w KQkq - 0 1,Stockfish 17.1,b4,0.8,326,672,2,11,14,100282,0.019,6
784,bbrqknrn/pppppppp/8/8/8/8/PPPPPPPP/BBRQKNRN w KQkq - 0 1,Stockfish 17.1,c4,0.51,149,846,5,11,17,100312,0.018,5
785,brqbknrn/pppppppp/8/8/8/8/PPPPPPPP/BRQBKNRN w KQkq - 0 1,Stockfish 17.1,Nfg3,0.4,107,886,7,9,15,100140,0.018,8
786,brqknbrn/pppppppp/8/8/8/8/PPPPPPPP/BRQKNBRN w KQkq - 0 1,Stockfish 17.1,b4,0.37,96,896,8,11,20,100658,0.018,9
787,brqknrnb/pppppppp/8/8/8/8/PPPPPPPP/BRQKNRNB w KQkq - 0 1,Stockfish 17.1,b4,0.26,66,923,11,9,14,101221,0.021,7
788,rbbqknrn/pppppppp/8/8/8/8/PPPPPPPP/RBBQKNRN w KQkq - 0 1,Stockfish 17.1,d4,0.36,94,898,8,11,20,100679,0.019,8
789,rqbbknrn/pppppppp/8/8/8/8/PPPPPPPP/RQBBKNRN w KQkq - 0 1,Stockfish 17.1,c3,0.35,89,903,8,10,15,100356,0.019,9
790,rqbknbrn/pppppppp/8/8/8/8/PPPPPPPP/RQBKNBRN w KQkq - 0 1,Stockfish 17.1,c4,0.44,119,875,6,10,21,100034,0.019,6
791,rqbknrnb/pppppppp/8/8/8/8/PPPPPPPP/RQBKNRNB w KQkq - 0 1,Stockfish 17.1,g3,0.36,93,899,8,13,14,100359,0.019,7
792,rbqkbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBQKBNRN w KQkq - 0 1,Stockfish 17.1,d4,0.23,61,927,12,10,16,100900,0.02,8
793,rqkbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RQKBBNRN w KQkq - 0 1,Stockfish 17.1,Nhg3,0.46,129,866,5,10,20,100069,0.016,9
794,rqknbbrn/pppppppp/8/8/8/8/PPPPPPPP/RQKNBBRN w KQkq - 0 1,Stockfish 17.1,c4,0.75,288,710,2,12,19,100119,0.018,9
795,rqknbrnb/pppppppp/8/8/8/8/PPPPPPPP/RQKNBRNB w KQkq - 0 1,Stockfish 17.1,a4,0.17,50,935,15,11,20,100136,0.017,7
796,rbqknrbn/pppppppp/8/8/8/8/PPPPPPPP/RBQKNRBN w KQkq - 0 1,Stockfish 17.1,f4,0.03,31,944,25,10,24,101204,0.018,8
797,rqkbnrbn/pppppppp/8/8/8/8/PPPPPPPP/RQKBNRBN w KQkq - 0 1,Stockfish 17.1,f4,0.27,70,919,11,12,19,101213,0.017,7
798,rqknrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKNRBBN w KQkq - 0 1,Stockfish 17.1,e4,0.21,57,930,13,11,21,100370,0.013,7
799,rqknrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNRNBB w KQkq - 0 1,Stockfish 17.1,e4,0.75,290,708,2,11,17,100325,0.015,8
800,bbrkqnrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNRN w KQkq - 0 1,Stockfish 17.1,b4,0.27,70,919,11,12,17,100821,0.019,8
801,brkbqnrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNRN w KQkq - 0 1,Stockfish 17.1,f4,0.35,91,901,8,13,19,100836,0.017,9
802,brkqnbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBRN w KQkq - 0 1,Stockfish 17.1,b4,0.35,89,903,8,11,19,100731,0.019,9
803,brkqnrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNRNB w KQkq - 0 1,Stockfish 17.1,b4,0.24,64,924,12,10,16,100713,0.018,10
804,rbbkqnrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNRN w KQkq - 0 1,Stockfish 17.1,d4,0.35,91,901,8,12,17,100449,0.018,13
805,rkbbqnrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNRN w KQkq - 0 1,Stockfish 17.1,d4,0.3,76,914,10,11,20,100845,0.018,10
806,rkbqnbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBRN w KQkq - 0 1,Stockfish 17.1,e4,0.35,89,903,8,11,18,100246,0.018,9
807,rkbqnrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNRNB w KQkq - 0 1,Stockfish 17.1,e4,0.35,91,901,8,10,20,100232,0.016,7
808,rbkqbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNRN w KQkq - 0 1,Stockfish 17.1,d4,0.37,95,897,8,12,17,101109,0.016,4
809,rkqbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNRN w KQkq - 0 1,Stockfish 17.1,d4,0.26,68,921,11,11,18,100752,0.018,9
810,rkqnbbrn/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBRN w KQkq - 0 1,Stockfish 17.1,d4,0.31,78,912,10,12,14,100031,0.018,6
811,rkqnbrnb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBRNB w KQkq - 0 1,Stockfish 17.1,g3,0.21,57,930,13,13,15,100042,0.015,11
812,rbkqnrbn/pppppppp/8/8/8/8/PPPPPPPP/RBKQNRBN w KQkq - 0 1,Stockfish 17.1,f4,0.34,88,904,8,12,18,100089,0.017,8
813,rkqbnrbn/pppppppp/8/8/8/8/PPPPPPPP/RKQBNRBN w KQkq - 0 1,Stockfish 17.1,e4,0.6,196,801,3,11,17,100517,0.018,8
814,rkqnrbbn/pppppppp/8/8/8/8/PPPPPPPP/RKQNRBBN w KQkq - 0 1,Stockfish 17.1,d4,0.42,112,882,6,11,22,100243,0.017,5
815,rkqnrnbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNRNBB w KQkq - 0 1,Stockfish 17.1,f4,0.3,77,913,10,13,18,101288,0.018,7
816,bbrknqrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQRN w KQkq - 0 1,Stockfish 17.1,c4,0.37,97,895,8,11,23,101478,0.016,6
817,brkbnqrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQRN w KQkq - 0 1,Stockfish 17.1,f4,0.45,125,869,6,11,18,100099,0.017,8
818,brknqbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBRN w KQkq - 0 1,Stockfish 17.1,b4,0.16,49,935,16,12,16,100930,0.017,9
819,brknqrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQRNB w KQkq - 0 1,Stockfish 17.1,g4,0.17,50,935,15,9,16,100627,0.018,7
820,rbbknqrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQRN w KQkq - 0 1,Stockfish 17.1,c3,0.41,110,883,7,10,17,100549,0.016,8
821,rkbbnqrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQRN w KQkq - 0 1,Stockfish 17.1,e4,0.43,118,876,6,11,18,102086,0.018,10
822,rkbnqbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBRN w KQkq - 0 1,Stockfish 17.1,d4,0.43,116,878,6,11,19,100645,0.019,7
823,rkbnqrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQRNB w KQkq - 0 1,Stockfish 17.1,a4,0.56,172,824,4,12,17,101090,0.014,7
824,rbknbqrn/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQRN w KQkq - 0 1,Stockfish 17.1,g4,0.43,115,879,6,11,14,100810,0.018,8
825,rknbbqrn/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQRN w KQkq - 0 1,Stockfish 17.1,a4,0.15,47,937,16,9,20,101635,0.017,9
826,rknqbbrn/pppppppp/8/8/8/8/PPPPPPPP/RKNQBBRN w KQkq - 0 1,Stockfish 17.1,a4,0.13,43,939,18,11,18,101154,0.016,10
827,rknqbrnb/pppppppp/8/8/8/8/PPPPPPPP/RKNQBRNB w KQkq - 0 1,Stockfish 17.1,a4,0.3,77,913,10,12,20,101155,0.02,7
828,rbknqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBKNQRBN w KQkq - 0 1,Stockfish 17.1,a4,0.2,55,931,14,11,22,101318,0.018,9
829,rknbqrbn/pppppppp/8/8/8/8/PPPPPPPP/RKNBQRBN w KQkq - 0 1,Stockfish 17.1,e4,0.48,136,859,5,12,18,100724,0.02,7
830,rknqrbbn/pppppppp/8/8/8/8/PPPPPPPP/RKNQRBBN w KQkq - 0 1,Stockfish 17.1,a4,0.31,80,911,9,12,23,104789,0.019,7
831,rknqrnbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQRNBB w KQkq - 0 1,Stockfish 17.1,a4,0.39,101,892,7,10,19,100302,0.021,9
832,bbrknrqn/pppppppp/8/8/8/8/PPPPPPPP/BBRKNRQN w KQkq - 0 1,Stockfish 17.1,c4,0.2,56,930,14,11,18,100757,0.02,8
833,brkbnrqn/pppppppp/8/8/8/8/PPPPPPPP/BRKBNRQN w KQkq - 0 1,Stockfish 17.1,g4,0.28,72,918,10,12,19,100761,0.018,9
834,brknrbqn/pppppppp/8/8/8/8/PPPPPPPP/BRKNRBQN w KQkq - 0 1,Stockfish 17.1,e4,0.29,74,916,10,9,15,100292,0.019,10
835,brknrqnb/pppppppp/8/8/8/8/PPPPPPPP/BRKNRQNB w KQkq - 0 1,Stockfish 17.1,b4,0.26,67,922,11,10,16,100148,0.02,11
836,rbbknrqn/pppppppp/8/8/8/8/PPPPPPPP/RBBKNRQN w KQkq - 0 1,Stockfish 17.1,g4,0.23,61,927,12,10,24,100584,0.018,13
837,rkbbnrqn/pppppppp/8/8/8/8/PPPPPPPP/RKBBNRQN w KQkq - 0 1,Stockfish 17.1,e4,0.77,307,691,2,12,22,100309,0.018,10
838,rkbnrbqn/pppppppp/8/8/8/8/PPPPPPPP/RKBNRBQN w KQkq - 0 1,Stockfish 17.1,f4,0.35,91,901,8,11,18,100028,0.017,9
839,rkbnrqnb/pppppppp/8/8/8/8/PPPPPPPP/RKBNRQNB w KQkq - 0 1,Stockfish 17.1,e4,0.31,80,911,9,11,17,101476,0.017,7
840,rbknbrqn/pppppppp/8/8/8/8/PPPPPPPP/RBKNBRQN w KQkq - 0 1,Stockfish 17.1,a4,0.31,80,911,9,11,19,100671,0.021,4
841,rknbbrqn/pppppppp/8/8/8/8/PPPPPPPP/RKNBBRQN w KQkq - 0 1,Stockfish 17.1,a4,0.33,84,907,9,12,15,100595,0.018,10
842,rknrbbqn/pppppppp/8/8/8/8/PPPPPPPP/RKNRBBQN w KQkq - 0 1,Stockfish 17.1,a4,0.19,53,933,14,10,15,100823,0.018,7
843,rknrbqnb/pppppppp/8/8/8/8/PPPPPPPP/RKNRBQNB w KQkq - 0 1,Stockfish 17.1,a4,0.18,52,933,15,10,20,101463,0.018,11
844,rbknrqbn/pppppppp/8/8/8/8/PPPPPPPP/RBKNRQBN w KQkq - 0 1,Stockfish 17.1,e4,0.2,55,931,14,13,22,100317,0.02,8
845,rknbrqbn/pppppppp/8/8/8/8/PPPPPPPP/RKNBRQBN w KQkq - 0 1,Stockfish 17.1,f4,0.53,160,836,4,12,22,100776,0.019,8
846,rknrqbbn/pppppppp/8/8/8/8/PPPPPPPP/RKNRQBBN w KQkq - 0 1,Stockfish 17.1,d4,0.38,98,895,7,11,19,100103,0.018,6
847,rknrqnbb/pppppppp/8/8/8/8/PPPPPPPP/RKNRQNBB w KQkq - 0 1,Stockfish 17.1,a4,0.37,97,895,8,12,17,101608,0.019,7
848,bbrknrnq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNRNQ w KQkq - 0 1,Stockfish 17.1,g4,0.73,280,718,2,11,22,101140,0.02,6
849,brkbnrnq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNRNQ w KQkq - 0 1,Stockfish 17.1,e3,0.29,74,916,10,11,19,100587,0.017,8
850,brknrbnq/pppppppp/8/8/8/8/PPPPPPPP/BRKNRBNQ w KQkq - 0 1,Stockfish 17.1,b4,0.36,92,900,8,12,2,100284,0.019,9
851,brknrnqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNRNQB w KQkq - 0 1,Stockfish 17.1,b4,0.27,69,920,11,12,16,100491,0.018,7
852,rbbknrnq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNRNQ w KQkq - 0 1,Stockfish 17.1,e4,0.39,104,889,7,12,17,101783,0.019,9
853,rkbbnrnq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNRNQ w KQkq - 0 1,Stockfish 17.1,e4,0.56,173,823,4,11,17,100755,0.02,10
854,rkbnrbnq/pppppppp/8/8/8/8/PPPPPPPP/RKBNRBNQ w KQkq - 0 1,Stockfish 17.1,f4,0.21,57,930,13,11,17,101055,0.02,8
855,rkbnrnqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNRNQB w KQkq - 0 1,Stockfish 17.1,a4,0.24,64,924,12,10,19,100064,0.019,7
856,rbknbrnq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBRNQ w KQkq - 0 1,Stockfish 17.1,f4,0.17,50,935,15,12,20,100591,0.019,7
857,rknbbrnq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBRNQ w KQkq - 0 1,Stockfish 17.1,e4,0.36,93,899,8,12,17,101171,0.021,10
858,rknrbbnq/pppppppp/8/8/8/8/PPPPPPPP/RKNRBBNQ w KQkq - 0 1,Stockfish 17.1,a4,0.38,98,895,7,11,15,100709,0.019,10
859,rknrbnqb/pppppppp/8/8/8/8/PPPPPPPP/RKNRBNQB w KQkq - 0 1,Stockfish 17.1,f4,0.51,150,845,5,11,19,100564,0.018,7
860,rbknrnbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNRNBQ w KQkq - 0 1,Stockfish 17.1,f4,0.36,95,897,8,11,17,100064,0.016,9
861,rknbrnbq/pppppppp/8/8/8/8/PPPPPPPP/RKNBRNBQ w KQkq - 0 1,Stockfish 17.1,a4,0.51,150,845,5,12,17,100224,0.019,7
862,rknrnbbq/pppppppp/8/8/8/8/PPPPPPPP/RKNRNBBQ w KQkq - 0 1,Stockfish 17.1,a4,0.31,80,911,9,11,20,100875,0.018,7
863,rknrnqbb/pppppppp/8/8/8/8/PPPPPPPP/RKNRNQBB w KQkq - 0 1,Stockfish 17.1,a4,0.17,50,935,15,11,19,100248,0.016,9
864,bbqrkrnn/pppppppp/8/8/8/8/PPPPPPPP/BBQRKRNN w KQkq - 0 1,Stockfish 17.1,b3,0.6,194,803,3,10,22,100653,0.017,8
865,bqrbkrnn/pppppppp/8/8/8/8/PPPPPPPP/BQRBKRNN w KQkq - 0 1,Stockfish 17.1,b4,0.23,61,927,12,9,17,101310,0.015,10
866,bqrkrbnn/pppppppp/8/8/8/8/PPPPPPPP/BQRKRBNN w KQkq - 0 1,Stockfish 17.1,Ng3,0.28,72,918,10,8,16,100167,0.016,11
867,bqrkrnnb/pppppppp/8/8/8/8/PPPPPPPP/BQRKRNNB w KQkq - 0 1,Stockfish 17.1,b4,0.35,90,902,8,11,24,100873,0.019,11
868,qbbrkrnn/pppppppp/8/8/8/8/PPPPPPPP/QBBRKRNN w KQkq - 0 1,Stockfish 17.1,Ng3,0.7,258,740,2,11,17,100202,0.017,14
869,qrbbkrnn/pppppppp/8/8/8/8/PPPPPPPP/QRBBKRNN w KQkq - 0 1,Stockfish 17.1,Ng3,0.41,110,883,7,12,22,100502,0.016,10
870,qrbkrbnn/pppppppp/8/8/8/8/PPPPPPPP/QRBKRBNN w KQkq - 0 1,Stockfish 17.1,e4,0.39,102,891,7,12,17,101418,0.018,10
871,qrbkrnnb/pppppppp/8/8/8/8/PPPPPPPP/QRBKRNNB w KQkq - 0 1,Stockfish 17.1,b4,0.5,144,851,5,10,16,101066,0.021,7
872,qbrkbrnn/pppppppp/8/8/8/8/PPPPPPPP/QBRKBRNN w KQkq - 0 1,Stockfish 17.1,b4,0.75,292,706,2,10,21,100393,0.018,4
873,qrkbbrnn/pppppppp/8/8/8/8/PPPPPPPP/QRKBBRNN w KQkq - 0 1,Stockfish 17.1,b4,0.46,127,867,6,11,18,100187,0.019,11
874,qrkrbbnn/pppppppp/8/8/8/8/PPPPPPPP/QRKRBBNN w KQkq - 0 1,Stockfish 17.1,b4,0.3,77,913,10,12,21,100430,0.016,7
875,qrkrbnnb/pppppppp/8/8/8/8/PPPPPPPP/QRKRBNNB w KQkq - 0 1,Stockfish 17.1,b4,0.48,135,860,5,11,19,100265,0.018,12
876,qbrkrnbn/pppppppp/8/8/8/8/PPPPPPPP/QBRKRNBN w KQkq - 0 1,Stockfish 17.1,f3,0.28,71,918,11,10,20,100019,0.016,9
877,qrkbrnbn/pppppppp/8/8/8/8/PPPPPPPP/QRKBRNBN w KQkq - 0 1,Stockfish 17.1,f4,0.46,129,866,5,11,16,100254,0.017,9
878,qrkrnbbn/pppppppp/8/8/8/8/PPPPPPPP/QRKRNBBN w KQkq - 0 1,Stockfish 17.1,d4,0.41,108,885,7,10,18,101705,0.016,6
879,qrkrnnbb/pppppppp/8/8/8/8/PPPPPPPP/QRKRNNBB w KQkq - 0 1,Stockfish 17.1,b4,0.72,273,725,2,12,16,100357,0.018,6
880,bbrqkrnn/pppppppp/8/8/8/8/PPPPPPPP/BBRQKRNN w KQkq - 0 1,Stockfish 17.1,b3,0.85,368,631,1,11,17,101024,0.019,7
881,brqbkrnn/pppppppp/8/8/8/8/PPPPPPPP/BRQBKRNN w KQkq - 0 1,Stockfish 17.1,Nf3,0.33,84,907,9,10,20,100135,0.016,9
882,brqkrbnn/pppppppp/8/8/8/8/PPPPPPPP/BRQKRBNN w KQkq - 0 1,Stockfish 17.1,b4,0.77,305,693,2,10,20,100369,0.018,10
883,brqkrnnb/pppppppp/8/8/8/8/PPPPPPPP/BRQKRNNB w KQkq - 0 1,Stockfish 17.1,b4,0.53,160,836,4,12,18,101262,0.02,8
884,rbbqkrnn/pppppppp/8/8/8/8/PPPPPPPP/RBBQKRNN w KQkq - 0 1,Stockfish 17.1,c4,0.29,74,916,10,11,19,100419,0.019,9
885,rqbbkrnn/pppppppp/8/8/8/8/PPPPPPPP/RQBBKRNN w KQkq - 0 1,Stockfish 17.1,c4,0.27,69,920,11,11,15,101019,0.018,10
886,rqbkrbnn/pppppppp/8/8/8/8/PPPPPPPP/RQBKRBNN w KQkq - 0 1,Stockfish 17.1,e4,0.59,187,809,4,11,24,101121,0.017,8
887,rqbkrnnb/pppppppp/8/8/8/8/PPPPPPPP/RQBKRNNB w KQkq - 0 1,Stockfish 17.1,e4,0.25,66,923,11,10,18,100528,0.017,7
888,rbqkbrnn/pppppppp/8/8/8/8/PPPPPPPP/RBQKBRNN w KQkq - 0 1,Stockfish 17.1,c4,0.46,129,866,5,11,17,100075,0.018,7
889,rqkbbrnn/pppppppp/8/8/8/8/PPPPPPPP/RQKBBRNN w KQkq - 0 1,Stockfish 17.1,e4,0.27,70,919,11,11,15,100171,0.017,10
890,rqkrbbnn/pppppppp/8/8/8/8/PPPPPPPP/RQKRBBNN w KQkq - 0 1,Stockfish 17.1,c4,0.53,159,837,4,12,17,100063,0.017,11
891,rqkrbnnb/pppppppp/8/8/8/8/PPPPPPPP/RQKRBNNB w KQkq - 0 1,Stockfish 17.1,d4,0.29,73,917,10,12,19,100682,0.017,7
892,rbqkrnbn/pppppppp/8/8/8/8/PPPPPPPP/RBQKRNBN w KQkq - 0 1,Stockfish 17.1,c3,0.24,62,926,12,12,23,100011,0.016,8
893,rqkbrnbn/pppppppp/8/8/8/8/PPPPPPPP/RQKBRNBN w KQkq - 0 1,Stockfish 17.1,Nhg3,0.37,97,895,8,12,23,100393,0.016,7
894,rqkrnbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKRNBBN w KQkq - 0 1,Stockfish 17.1,a4,0.18,52,933,15,11,23,100611,0.015,7
895,rqkrnnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKRNNBB w KQkq - 0 1,Stockfish 17.1,e4,0.78,313,685,2,12,19,100667,0.016,9
896,bbrkqrnn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQRNN w KQkq - 0 1,Stockfish 17.1,b3,0.38,100,893,7,10,20,101242,0.019,8
897,brkbqrnn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQRNN w KQkq - 0 1,Stockfish 17.1,b4,0.45,124,870,6,11,19,102113,0.017,10
898,brkqrbnn/pppppppp/8/8/8/8/PPPPPPPP/BRKQRBNN w KQkq - 0 1,Stockfish 17.1,e4,0.87,386,613,1,12,22,100190,0.016,11
899,brkqrnnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQRNNB w KQkq - 0 1,Stockfish 17.1,b4,0.4,106,887,7,12,18,100382,0.019,12
900,rbbkqrnn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQRNN w KQkq - 0 1,Stockfish 17.1,c4,1.34,768,232,0,11,15,100425,0.02,14
901,rkbbqrnn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQRNN w KQkq - 0 1,Stockfish 17.1,e4,0.45,124,870,6,12,19,100665,0.018,10
902,rkbqrbnn/pppppppp/8/8/8/8/PPPPPPPP/RKBQRBNN w KQkq - 0 1,Stockfish 17.1,e4,0.39,102,891,7,12,22,101202,0.018,10
903,rkbqrnnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQRNNB w KQkq - 0 1,Stockfish 17.1,d4,0.52,155,841,4,12,15,100339,0.016,8
904,rbkqbrnn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBRNN w KQkq - 0 1,Stockfish 17.1,a4,0.5,144,851,5,12,19,100662,0.018,5
905,rkqbbrnn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBRNN w KQkq - 0 1,Stockfish 17.1,e4,0.51,150,845,5,11,21,100561,0.017,11
906,rkqrbbnn/pppppppp/8/8/8/8/PPPPPPPP/RKQRBBNN w KQkq - 0 1,Stockfish 17.1,e4,0.35,90,902,8,11,20,100568,0.016,7
907,rkqrbnnb/pppppppp/8/8/8/8/PPPPPPPP/RKQRBNNB w KQkq - 0 1,Stockfish 17.1,a4,0.33,85,906,9,13,19,101233,0.016,13
908,rbkqrnbn/pppppppp/8/8/8/8/PPPPPPPP/RBKQRNBN w KQkq - 0 1,Stockfish 17.1,a4,0.31,78,912,10,11,19,100815,0.016,9
909,rkqbrnbn/pppppppp/8/8/8/8/PPPPPPPP/RKQBRNBN w KQkq - 0 1,Stockfish 17.1,d4,0.63,209,788,3,10,15,100148,0.018,9
910,rkqrnbbn/pppppppp/8/8/8/8/PPPPPPPP/RKQRNBBN w KQkq - 0 1,Stockfish 17.1,d4,0.36,92,900,8,12,19,100051,0.015,7
911,rkqrnnbb/pppppppp/8/8/8/8/PPPPPPPP/RKQRNNBB w KQkq - 0 1,Stockfish 17.1,a4,0.43,117,877,6,12,14,100535,0.015,6
912,bbrkrqnn/pppppppp/8/8/8/8/PPPPPPPP/BBRKRQNN w KQkq - 0 1,Stockfish 17.1,c4,0.17,50,935,15,11,21,100274,0.02,7
913,brkbrqnn/pppppppp/8/8/8/8/PPPPPPPP/BRKBRQNN w KQkq - 0 1,Stockfish 17.1,e4,0.39,104,889,7,12,16,100078,0.02,10
914,brkrqbnn/pppppppp/8/8/8/8/PPPPPPPP/BRKRQBNN w KQkq - 0 1,Stockfish 17.1,b4,0.32,81,910,9,10,22,100152,0.018,10
915,brkrqnnb/pppppppp/8/8/8/8/PPPPPPPP/BRKRQNNB w KQkq - 0 1,Stockfish 17.1,e4,0.28,72,918,10,11,17,100504,0.019,7
916,rbbkrqnn/pppppppp/8/8/8/8/PPPPPPPP/RBBKRQNN w KQkq - 0 1,Stockfish 17.1,f4,0.42,114,880,6,12,18,100353,0.02,9
917,rkbbrqnn/pppppppp/8/8/8/8/PPPPPPPP/RKBBRQNN w KQkq - 0 1,Stockfish 17.1,f4,0.51,148,847,5,13,22,100539,0.02,10
918,rkbrqbnn/pppppppp/8/8/8/8/PPPPPPPP/RKBRQBNN w KQkq - 0 1,Stockfish 17.1,e4,0.28,72,918,10,11,14,100346,0.019,8
919,rkbrqnnb/pppppppp/8/8/8/8/PPPPPPPP/RKBRQNNB w KQkq - 0 1,Stockfish 17.1,a4,0.18,52,933,15,12,16,101054,0.019,7
920,rbkrbqnn/pppppppp/8/8/8/8/PPPPPPPP/RBKRBQNN w KQkq - 0 1,Stockfish 17.1,a4,0.41,109,884,7,10,19,100916,0.019,7
921,rkrbbqnn/pppppppp/8/8/8/8/PPPPPPPP/RKRBBQNN w KQkq - 0 1,Stockfish 17.1,a4,0.36,93,899,8,12,19,100145,0.02,10
922,rkrqbbnn/pppppppp/8/8/8/8/PPPPPPPP/RKRQBBNN w KQkq - 0 1,Stockfish 17.1,e4,0.22,60,927,13,12,16,100559,0.018,11
923,rkrqbnnb/pppppppp/8/8/8/8/PPPPPPPP/RKRQBNNB w KQkq - 0 1,Stockfish 17.1,a4,0.33,85,906,9,10,20,100038,0.021,7
924,rbkrqnbn/pppppppp/8/8/8/8/PPPPPPPP/RBKRQNBN w KQkq - 0 1,Stockfish 17.1,d4,0.59,188,808,4,11,20,100901,0.018,8
925,rkrbqnbn/pppppppp/8/8/8/8/PPPPPPPP/RKRBQNBN w KQkq - 0 1,Stockfish 17.1,f4,0.44,121,873,6,12,19,100169,0.019,7
926,rkrqnbbn/pppppppp/8/8/8/8/PPPPPPPP/RKRQNBBN w KQkq - 0 1,Stockfish 17.1,d4,0.35,89,903,8,9,17,100614,0.022,8
927,rkrqnnbb/pppppppp/8/8/8/8/PPPPPPPP/RKRQNNBB w KQkq - 0 1,Stockfish 17.1,a4,0.89,404,595,1,11,21,100735,0.019,9
928,bbrkrnqn/pppppppp/8/8/8/8/PPPPPPPP/BBRKRNQN w KQkq - 0 1,Stockfish 17.1,c4,0.29,73,917,10,12,19,101034,0.019,8
929,brkbrnqn/pppppppp/8/8/8/8/PPPPPPPP/BRKBRNQN w KQkq - 0 1,Stockfish 17.1,f4,0.36,92,900,8,13,20,100581,0.022,11
930,brkrnbqn/pppppppp/8/8/8/8/PPPPPPPP/BRKRNBQN w KQkq - 0 1,Stockfish 17.1,f3,0.21,57,930,13,10,18,100100,0.018,11
931,brkrnqnb/pppppppp/8/8/8/8/PPPPPPPP/BRKRNQNB w KQkq - 0 1,Stockfish 17.1,g4,0.24,62,926,12,10,21,100597,0.02,13
932,rbbkrnqn/pppppppp/8/8/8/8/PPPPPPPP/RBBKRNQN w KQkq - 0 1,Stockfish 17.1,e4,0.39,104,889,7,11,13,100689,0.018,14
933,rkbbrnqn/pppppppp/8/8/8/8/PPPPPPPP/RKBBRNQN w KQkq - 0 1,Stockfish 17.1,f4,0.44,121,873,6,11,18,100355,0.018,12
934,rkbrnbqn/pppppppp/8/8/8/8/PPPPPPPP/RKBRNBQN w KQkq - 0 1,Stockfish 17.1,e4,0.35,91,901,8,12,16,100819,0.017,10
935,rkbrnqnb/pppppppp/8/8/8/8/PPPPPPPP/RKBRNQNB w KQkq - 0 1,Stockfish 17.1,e4,0.38,98,895,7,10,18,100390,0.016,8
936,rbkrbnqn/pppppppp/8/8/8/8/PPPPPPPP/RBKRBNQN w KQkq - 0 1,Stockfish 17.1,a4,0.44,119,875,6,11,19,100429,0.017,5
937,rkrbbnqn/pppppppp/8/8/8/8/PPPPPPPP/RKRBBNQN w KQkq - 0 1,Stockfish 17.1,f4,0.36,93,899,8,12,19,100134,0.018,11
938,rkrnbbqn/pppppppp/8/8/8/8/PPPPPPPP/RKRNBBQN w KQkq - 0 1,Stockfish 17.1,a4,0.27,69,920,11,12,19,100630,0.018,8
